From_Bus,To_Bus,BR_R_PU,BR_X_PU,BR_B_PU,RateA_MVA,RateB_MVA,RateC_MVA,Tap,Shift,BR_Status,ANGMIN,ANGMAX,Pij,Qij,Pji,Qji,MU_SF,MU_ST,MU_ANGMIN,MU_ANGMAX
138,137,0.018390731292533,0.0107497165532957,6.5439999730188e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
946,138,0.0143601190476192,0.0088541666666606,4.65508000004888e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
946,1631,0.0376098356010235,0.0231894841270013,0.000121918800001453,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1562,757,0.00307716836734757,0.0018973214285713,9.97500001176377e-06,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
758,355,0.0179421768707578,0.0104875283446549,6.38400003083461e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
759,758,0.033641581632618,0.0196641156462577,1.19699999956424e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
260,819,0.0175736961451101,0.015873015873028,0.000106402000000116,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
415,773,0.000790816326530592,0.000714285714285663,4.78820015814563e-06,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1550,1672,0.00659013605441811,0.0059523809523774,3.99008000044887e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
462,461,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62,917,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
443,442,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
374,893,0.0538194444444215,0.0486111111113619,0.000325856199999919,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
374,555,0.0137117346938772,0.00471230158730444,1.77336000035666e-05,4.6557525707,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
372,374,0.0164115646258568,0.0101190476190428,5.32010000000582e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
562,168,0.0929988662129383,0.0573412698416824,0.000301472200000319,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1655,1656,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
182,1407,0.0259212018141121,0.0234126984127149,0.00015694280000389,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1081,220,0.016914682539701,0.0152777777777828,0.000116066600000408,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
84,1316,0.0439342403627198,0.0396825396827166,0.000301471800000286,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
186,185,0.0358843537414404,0.0209750566893521,1.2767999990615e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
187,186,0.00378047052154209,0.00631377551020627,4.38800014990193e-07,10.4754432842,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1234,578,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
578,487,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
513,1435,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1129,1128,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1611,875,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
875,29,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1255,223,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
964,319,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
809,702,0.00103550295858083,0.00517751479289858,0,0.6827051463,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1657,1653,0.00746882086167536,0.00674603174603655,4.52210000219111e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
572,837,0.0673611111112623,0.0423611111108602,0.000188561999999948,8.7004376166,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
3,72,0.00205144557823106,0.00126488095238087,6.65020002088568e-06,6.9836288561,0,0,1,-2.91527950683852e-17,1,0,0,0,0,0,0,0,0,0,0
496,419,0.0481079931972257,0.0434523809522651,0.000291275399998625,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
496,582,4.39342403628117e-05,3.96825396825396e-05,2.65998096438125e-07,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
35,586,0.0134566326530472,0.00786564625850308,4.79000007658215e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
444,592,0.0180130385487424,0.0162698412698128,0.000109061999999938,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
599,598,8.78684807256237e-05,6.87358276643993e-05,6.03000444243662e-07,6.2561675169,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1251,1252,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1527,1528,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
941,739,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1184,1213,0.0329506802720986,0.0297619047619654,0.000199503800001111,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1150,1151,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
517,518,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1135,1136,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
729,1225,0.0393193735827512,0.0242435515872535,0.000127460600001683,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1214,932,6.83815192743766e-05,4.21626984126981e-05,2.21600203076378e-07,6.9836288561,0,0,1,-3.10963147396144e-17,1,0,0,0,0,0,0,0,0,0,0
123,125,0.0227579365079405,0.0205555555555197,0.000137790600000187,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1054,123,6.82043650793651e-07,2.94075963718821e-06,7.99773260951042e-08,37.711595823,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1170,126,0.000439342403628108,0.000396825396825383,2.66000006376999e-06,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
870,262,0.0307716836733917,0.0349170918366162,0.00010773200000358,8.1475669988,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1027,910,0.0393211451246349,0.0355158730158989,0.000238074599998583,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
910,1114,0.0499185090704096,0.0310374149660613,0.000181238000003248,5.2377216421,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1114,934,0.0427384495464815,0.023030045351456,0.000155169599999283,4.9467371064,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
934,1118,0.0151806972789045,0.00936011904761534,4.92109999967738e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1118,1233,0.0174372874149695,0.0107514880952153,5.65259999945056e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1112,1233,0.0478670634919087,0.0295138888889114,0.000155169599999283,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
953,950,0.0201725481859277,0.0124379960317273,6.53927999962889e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
955,1297,0.0112829506802809,0.00695684523810045,3.65755999922612e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1195,955,0.0113414115646321,0.00713222789115966,3.17476000049055e-05,8.7004376166,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
134,948,0.0112138605442207,0.00655470521541095,3.99000001038985e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
135,134,0.0100924744897939,0.00589923469388301,3.59200001298632e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
751,859,0.00301562500000036,0.00185937499999937,5.02599959872896e-07,3.3255375505,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
752,751,0.00603125000000073,0.00371874999999873,1.00520000501092e-06,3.3255375505,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1566,756,0.000224277210884356,0.000131094104308391,8.00037014414556e-09,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1052,1047,6.83815192743766e-05,4.21626984126981e-05,2.39399014390074e-07,6.9836288561,0,0,1,-3.10963147396144e-17,1,0,0,0,0,0,0,0,0,0,0
1049,1050,6.83815192743766e-05,4.21626984126981e-05,2.21600203076378e-07,6.9836288561,0,0,1,-3.10963147396144e-17,1,0,0,0,0,0,0,0,0,0,0
1052,1051,6.83815192743766e-05,4.21626984126981e-05,2.21600203076378e-07,6.9836288561,0,0,1,-3.10963147396144e-17,1,0,0,0,0,0,0,0,0,0,0
205,364,0.0185402494331122,0.0167460317460287,0.000112254000001144,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
364,449,0.0184523809523852,0.0166666666666685,0.000111721999999759,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1,928,0.0465702947847164,0.0420634920635513,0.000281965199999235,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
155,154,0.00345804988662194,0.00425170068027116,0,0.461210489,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
221,710,0.01076388888888,0.00972222222223052,6.51713999957337e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1672,907,0.0224064625850563,0.0202380952381066,0.000135662399998182,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
64,1216,0.0601757369614138,0.037103174603035,0.000195070200000202,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
780,978,0.0571145124718799,0.0515873015873133,0.000345806399998594,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
889,888,0.00649624433106804,0.00420741213152047,1.82789999882971e-05,6.9545304026,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
371,1068,0.047098214285598,0.0403698979593589,0.000283441800000617,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1595,607,0.0123086734693845,0.00797193877551455,3.46340000021428e-05,6.9545304026,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
374,715,0.0606310232423999,0.0528702522679163,0.000315605999997359,8.2639608131,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
275,274,0.00504535147392109,0.00498866213152048,3.19200012199872e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
276,275,0.00302721088435446,0.00299319727891166,1.91399976756657e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
797,19,0.030429776077128,0.0187624007935762,9.86434000012082e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
384,281,0.0398703231292746,0.0378826530612365,2.63340000117296e-06,7.8565824631,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
284,384,0.023933531746025,0.0147569444444202,7.75848000031942e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
285,284,0.13894203514824,0.132015306121876,9.17719999993238e-06,7.8565824631,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
13,177,0.0188917233560166,0.01706349206348,0.000129632799996671,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1357,624,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
446,646,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
755,1268,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
429,431,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
833,694,0.000307539682539682,0.000277777777777782,1.86199986274005e-06,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1146,1148,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
966,968,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,326,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,1585,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
390,1258,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1576,700,4.39342403628118e-05,4.07454648526078e-05,2.25198164116591e-07,8.9623236987,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
710,775,0.00329506802721122,0.00297619047619046,1.99504000306661e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
712,669,0.0100907029478521,0.00997732426303078,6.38400010188889e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1465,1668,0.0211982709750775,0.013070436507915,6.87177999978417e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
720,583,0.0718749999999876,0.0616071428567482,0.000432550800001152,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
591,187,0.0549107142855873,0.0470663265308022,0.000330458199996997,9.3697020486,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
593,341,0.0178571428571377,0.0153061224489672,0.000107465999995782,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1082,593,0.0127409297052162,0.0115079365079268,7.71413999984816e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1266,930,0.0273526077097429,0.0168650793650805,8.86683999965499e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
721,595,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1400,721,0.115178571428612,0.0404761904768634,0.000131087200000657,4.6848510243,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
107,884,0.0164115646258568,0.0101190476190428,5.32010000000582e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
601,489,0.0221875000000367,0.0190178571428398,0.000133526399999084,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
781,601,0.037276785714353,0.031951530612337,0.000224335399998665,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
48,602,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
48,603,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1478,1477,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
980,981,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1636,1637,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
30,509,0.0363336167799676,0.0336964994330503,0.000186254999999136,11.0865108091,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
303,1494,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
302,1494,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
539,604,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1211,779,0.111607142857696,0.319940476195891,0.0014523855999995,13.3852886409,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1211,126,0.0613042091836383,0.175738732991942,0.000797774800000539,13.3852886409,0,0,1,-1.95109187686106e-17,1,0,0,0,0,0,0,0,0,0,0
1427,122,0.0252621882086605,0.0228174603174661,0.000152952800000605,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
123,124,0.0227579365079405,0.0205555555555197,0.000137790600000187,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1321,1322,0.0672831632652361,0.0393282312925154,2.39399999912848e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1320,1321,0.00897108843536951,0.00524376417233274,3.19199997989017e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
950,130,0.032511337868477,0.0293650793651255,0.000223089199998583,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
131,135,0.0100924744897939,0.00589923469388301,3.59200001298632e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
132,131,0.115502763604761,0.0675134637192737,4.10979999987404e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1237,880,0.0926303854881633,0.0358942743763302,0.000151403800000338,5.2959185492,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1333,1421,0.00746882086167536,0.00674603174603655,4.52210000219111e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1420,1334,0.00746882086167536,0.00674603174603655,4.52210000219111e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
976,975,0.0448554421769416,0.0262188208616107,1.59600000060323e-06,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1213,147,0.0202097505668711,0.0182539682539601,0.000122362399999076,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
819,494,0.01515731292517,0.0136904761904963,9.17718000010836e-05,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1048,1050,0.000137117346938776,4.7477324263038e-05,1.95000211533625e-07,3.4918144281,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1422,1515,0.0457057823132392,0.131023242629617,0.000594786600000674,13.3852886409,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1332,1534,0.034545068027495,0.099029195010979,0.000449547999998856,13.3852886409,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1573,1534,0.0189005810659023,0.0804280045347961,0.000442809400002631,16.877103069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
928,638,0.0317974064625954,0.0196056547618309,0.0001030768000021,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
551,549,0.030314625850423,0.0273809523809842,0.000183543399998598,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
265,266,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1465,265,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1242,1243,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
673,1267,0.00274234693877595,0.000942460317460225,3.54659999857176e-06,4.6557525707,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
276,1262,0.0283801020407958,0.0280612244898311,1.79559999935464e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1262,277,0.0272392290249336,0.0246031746031484,0.000164923199996281,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
373,372,0.0630668934241069,0.0623582766439105,3.99000000150807e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
275,375,0.00403628117913767,0.00399092970521557,2.5540001047375e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
377,376,0.00428854875283376,0.00424036281179069,2.71400011797596e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
274,377,0.0819869614508335,0.0810657596376007,5.1871999993125e-06,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
663,750,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
664,1235,4.546945861678e-07,1.96050524376417e-06,1.19558535516262e-07,56.5673937346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
778,663,4.546945861678e-07,1.96050524376417e-06,1.19558535516262e-07,56.5673937346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
778,664,4.546945861678e-07,1.96050524376417e-06,1.19558535516262e-07,56.5673937346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
646,804,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1622,1318,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
430,431,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1208,942,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
339,340,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
784,892,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
833,805,0.000307539682539682,0.000277777777777782,2.11040014619357e-06,6.6926443204,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1237,1418,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1237,1417,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32,31,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1147,418,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1148,420,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1148,419,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,327,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1187,160,0.0088895975056747,0.00548115079365265,2.88171999898168e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
967,963,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,964,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
968,965,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
365,1538,0.0266687925170138,0.0165816326530998,9.68258000000333e-05,5.2377216421,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1210,1209,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1285,320,0.0231094104308313,0.0208730158729777,0.000139918599998623,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
391,698,1.3640873015873e-06,5.88151927437642e-06,3.98140400648117e-08,18.8557979115,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
43,699,0.00996669501134336,0.00626771541950501,2.78993999955901e-05,7.0127273097,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
700,701,4.39342403628118e-06,4.07454648526077e-06,2.26136762648821e-08,8.9623236987,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
776,707,6.83815192743764e-06,4.21626984126984e-06,2.21916707232594e-08,6.9836288561,0,0,1,-2.48770517916915e-17,1,0,0,0,0,0,0,0,0,0,0
714,823,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
637,818,0.00478316326530435,0.00669642857143016,5.74570000253516e-05,11.2901999841,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1320,1116,0.00672831632653188,0.00393282312925385,2.39400009149904e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
718,825,0.0240575396825635,0.0151289682539649,6.73436000013794e-05,6.9545304026,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1445,1442,0.0136763038548715,0.00843253968254026,4.43341999982749e-05,6.9836288561,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
722,1596,0.000274234693877552,9.49546485260761e-05,3.90200057154289e-07,3.4918144281,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1641,1642,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1162,1163,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
422,525,0.00158730158730461,0.00793650793650995,0,0.5514156951,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1314,1313,0.00353174603174615,0.00349206349206256,2.23399979404348e-07,5.8196907134,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1315,1676,0.00336415816326519,0.0019664115646256,1.1960003121203e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1475,1315,0.00740114795918077,0.00432610544217705,2.63399996924818e-07,3.9282912316,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
1073,1316,0.0166950113378519,0.0150793650793501,0.000101082000000474,8.7295360701,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
121,234,0.0455357142856106,0.039030612245066,0.00027403840000062,8.9041267916,0,0,1,-0,1,0,0,0,0,0,0,0,0,0,0
